,session_id,month,weekYear,season,item_id,duration,timestamps,item_ids,durations
15354,4222449.0,6.0,27,2.0,"[18574.0, 20924.0]","[1.0, 1.0]","[1593548260.219, 1593554166.088]","[[18574.0, 20924.0, 18574.0, 20924.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15355,4222778.0,3.0,13,1.0,"[19882.0, 19882.0]","[1.0, 1.0]","[1617012592.842, 1617012593.472]","[[19882.0, 19882.0, 19882.0, 19882.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15356,4223041.0,7.0,29,2.0,"[5695.0, 2968.0]","[1.0, 1.0]","[1595058759.715, 1595058840.818]","[[5695.0, 2968.0, 5695.0, 2968.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15357,4223709.0,5.0,20,1.0,"[6012.0, 917.0]","[1.0, 1.0]","[1589620421.835, 1589620754.589]","[[6012.0, 917.0, 6012.0, 917.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15358,4223939.0,9.0,36,3.0,"[25135.0, 11325.0]","[1.0, 1.0]","[1598961374.655, 1598980437.7]","[[25135.0, 11325.0, 25135.0, 11325.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15359,4223994.0,9.0,39,3.0,"[23272.0, 8861.0]","[1.0, 1.0]","[1600675897.403, 1600676795.177]","[[23272.0, 8861.0, 23272.0, 8861.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15360,4224034.0,5.0,20,1.0,"[13363.0, 27831.0]","[1.0, 1.0]","[1621351355.09, 1621351490.731]","[[13363.0, 27831.0, 13363.0, 27831.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15361,4224074.0,11.0,48,3.0,"[26829.0, 13299.0, 24194.0, 17089.0, 1942.0]","[1.0, 1.0, 1.0, 1.0, 1.0]","[1606469603.191, 1606469721.27, 1606472558.369, 1606474656.873, 1606476012.432]","[[26829.0, 13299.0, 24194.0, 17089.0], [13299.0, 24194.0, 17089.0, 1942.0]]","[[1.0, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 1.0]]"
15362,4224075.0,3.0,09,1.0,"[16145.0, 15236.0, 24491.0]","[1.0, 1.0, 1.0]","[1614584985.747, 1614622519.065, 1614622565.595]","[[16145.0, 15236.0, 24491.0, 16145.0], [24491.0, 16145.0, 15236.0, 24491.0]]","[[1.0, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 1.0]]"
15363,4224123.0,11.0,47,3.0,"[1442.0, 14229.0, 25732.0]","[1.0, 1.0, 1.0]","[1605830967.047, 1605831251.316, 1605905764.458]","[[1442.0, 14229.0, 25732.0, 1442.0], [25732.0, 1442.0, 14229.0, 25732.0]]","[[1.0, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 1.0]]"
15364,4224136.0,10.0,43,3.0,"[24092.0, 13008.0, 22283.0]","[1.0, 1.0, 1.0]","[1603362288.284, 1603363169.595, 1603363574.651]","[[24092.0, 13008.0, 22283.0, 24092.0], [22283.0, 24092.0, 13008.0, 22283.0]]","[[1.0, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 1.0]]"
15365,4224257.0,12.0,51,4.0,"[5107.0, 784.0]","[1.0, 1.0]","[1608325054.528, 1608325531.758]","[[5107.0, 784.0, 5107.0, 784.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15366,4224351.0,12.0,49,4.0,"[26100.0, 19537.0]","[1.0, 1.0]","[1606866182.194, 1606866330.085]","[[26100.0, 19537.0, 26100.0, 19537.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15367,4224414.0,1.0,05,4.0,"[2149.0, 22634.0]","[1.0, 1.0]","[1580490931.124, 1580491284.619]","[[2149.0, 22634.0, 2149.0, 22634.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15368,4224515.0,2.0,08,4.0,"[18392.0, 14392.0, 11640.0]","[1.0, 1.0, 1.0]","[1614552184.055, 1614552918.637, 1614554019.478]","[[18392.0, 14392.0, 11640.0, 18392.0], [11640.0, 18392.0, 14392.0, 11640.0]]","[[1.0, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 1.0]]"
15369,4225036.0,7.0,30,2.0,"[21486.0, 4072.0]","[1.0, 1.0]","[1595772195.021, 1595795892.63]","[[21486.0, 4072.0, 21486.0, 4072.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15370,4225143.0,10.0,44,3.0,"[3017.0, 15732.0]","[1.0, 1.0]","[1604141065.636, 1604141362.512]","[[3017.0, 15732.0, 3017.0, 15732.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15371,4225202.0,7.0,29,2.0,"[5508.0, 19596.0]","[1.0, 1.0]","[1594982826.847, 1594983749.794]","[[5508.0, 19596.0, 5508.0, 19596.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15372,4225249.0,1.0,03,4.0,"[24930.0, 5117.0]","[1.0, 1.0]","[1610997006.197, 1610997778.901]","[[24930.0, 5117.0, 24930.0, 5117.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15373,4225498.0,6.0,25,2.0,"[23234.0, 14317.0]","[1.0, 1.0]","[1592265947.849, 1592265966.564]","[[23234.0, 14317.0, 23234.0, 14317.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15374,4225716.0,5.0,21,1.0,"[19768.0, 2346.0]","[1.0, 1.0]","[1622009947.924, 1622009994.638]","[[19768.0, 2346.0, 19768.0, 2346.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15375,4225754.0,7.0,29,2.0,"[21951.0, 13922.0]","[1.0, 1.0]","[1594870258.229, 1594870308.274]","[[21951.0, 13922.0, 21951.0, 13922.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15376,4226192.0,9.0,39,3.0,"[17012.0, 1016.0]","[1.0, 1.0]","[1601231395.622, 1601231423.53]","[[17012.0, 1016.0, 17012.0, 1016.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15377,4226892.0,12.0,53,4.0,"[327.0, 23827.0]","[1.0, 1.0]","[1609347478.85, 1609348373.803]","[[327.0, 23827.0, 327.0, 23827.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15378,4227265.0,4.0,16,1.0,"[26853.0, 21616.0]","[1.0, 1.0]","[1618931746.589, 1618931760.059]","[[26853.0, 21616.0, 26853.0, 21616.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15379,4227358.0,10.0,44,3.0,"[6804.0, 27544.0]","[1.0, 1.0]","[1604154387.831, 1604154426.848]","[[6804.0, 27544.0, 6804.0, 27544.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15380,4227426.0,10.0,41,3.0,"[5708.0, 9853.0]","[1.0, 1.0]","[1601949690.067, 1601949814.963]","[[5708.0, 9853.0, 5708.0, 9853.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15381,4227516.0,5.0,21,1.0,"[19768.0, 23654.0]","[1.0, 1.0]","[1622304507.526, 1622304899.95]","[[19768.0, 23654.0, 19768.0, 23654.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15382,4227534.0,4.0,17,1.0,"[18235.0, 18235.0]","[1.0, 1.0]","[1619483494.562, 1619485204.94]","[[18235.0, 18235.0, 18235.0, 18235.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15383,4227595.0,5.0,19,1.0,"[20028.0, 23428.0]","[1.0, 1.0]","[1621154018.89, 1621154836.969]","[[20028.0, 23428.0, 20028.0, 23428.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15384,4228295.0,11.0,48,3.0,"[2845.0, 2845.0]","[1.0, 1.0]","[1606593929.355, 1606594563.287]","[[2845.0, 2845.0, 2845.0, 2845.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15385,4228317.0,5.0,18,1.0,"[107.0, 20905.0]","[1.0, 1.0]","[1620060540.893, 1620061448.081]","[[107.0, 20905.0, 107.0, 20905.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15386,4228624.0,9.0,36,3.0,"[23155.0, 23972.0]","[1.0, 1.0]","[1598948607.542, 1598948966.525]","[[23155.0, 23972.0, 23155.0, 23972.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15387,4229161.0,6.0,26,2.0,"[11909.0, 17978.0]","[1.0, 1.0]","[1593068518.682, 1593068962.385]","[[11909.0, 17978.0, 11909.0, 17978.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15388,4229752.0,11.0,45,3.0,"[1096.0, 17623.0, 18520.0, 19071.0]","[1.0, 1.0, 1.0, 1.0]","[1604785601.534, 1604785693.517, 1604785702.825, 1604785778.362]","[[1096.0, 17623.0, 18520.0, 19071.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15389,4230529.0,6.0,25,2.0,"[1860.0, 11104.0, 28087.0]","[1.0, 1.0, 1.0]","[1592442102.647, 1592442399.339, 1592442641.649]","[[1860.0, 11104.0, 28087.0, 1860.0], [28087.0, 1860.0, 11104.0, 28087.0]]","[[1.0, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 1.0]]"
15390,4230652.0,3.0,11,1.0,"[25017.0, 2736.0]","[1.0, 1.0]","[1583714566.12, 1583766198.709]","[[25017.0, 2736.0, 25017.0, 2736.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15391,4231092.0,3.0,10,1.0,"[4542.0, 25132.0]","[1.0, 1.0]","[1583364325.601, 1583364978.271]","[[4542.0, 25132.0, 4542.0, 25132.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15392,4231427.0,6.0,23,2.0,"[3373.0, 2965.0]","[1.0, 1.0]","[1591488344.516, 1591488485.186]","[[3373.0, 2965.0, 3373.0, 2965.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15393,4231630.0,9.0,37,3.0,"[1838.0, 18703.0]","[1.0, 1.0]","[1600001138.233, 1600001490.074]","[[1838.0, 18703.0, 1838.0, 18703.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15394,4231744.0,1.0,05,4.0,"[21284.0, 4980.0]","[1.0, 1.0]","[1580163441.205, 1580163746.291]","[[21284.0, 4980.0, 21284.0, 4980.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15395,4231921.0,12.0,50,4.0,"[16584.0, 6636.0]","[1.0, 1.0]","[1607641299.31, 1607641436.917]","[[16584.0, 6636.0, 16584.0, 6636.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15396,4232001.0,8.0,35,2.0,"[6517.0, 20574.0]","[1.0, 1.0]","[1598686186.372, 1598686697.074]","[[6517.0, 20574.0, 6517.0, 20574.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15397,4232411.0,10.0,41,3.0,"[7093.0, 23854.0]","[1.0, 1.0]","[1602432457.982, 1602433128.748]","[[7093.0, 23854.0, 7093.0, 23854.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15398,4232699.0,1.0,01,4.0,"[22302.0, 7179.0, 18230.0]","[1.0, 1.0, 1.0]","[1578216146.993, 1578218565.155, 1578219134.345]","[[22302.0, 7179.0, 18230.0, 22302.0], [18230.0, 22302.0, 7179.0, 18230.0]]","[[1.0, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 1.0]]"
15399,4232793.0,4.0,17,1.0,"[2916.0, 14568.0]","[1.0, 1.0]","[1619548214.316, 1619550905.183]","[[2916.0, 14568.0, 2916.0, 14568.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15400,4233037.0,1.0,03,4.0,"[24272.0, 27347.0]","[1.0, 1.0]","[1578934682.861, 1578934781.412]","[[24272.0, 27347.0, 24272.0, 27347.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15401,4233040.0,1.0,03,4.0,"[15011.0, 24272.0]","[1.0, 1.0]","[1578948058.911, 1578948095.187]","[[15011.0, 24272.0, 15011.0, 24272.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15402,4233147.0,11.0,48,3.0,"[8060.0, 10374.0]","[1.0, 1.0]","[1606492554.623, 1606520086.527]","[[8060.0, 10374.0, 8060.0, 10374.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15403,4233160.0,3.0,10,1.0,"[20175.0, 23076.0]","[1.0, 1.0]","[1615555855.367, 1615555880.679]","[[20175.0, 23076.0, 20175.0, 23076.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15404,4233243.0,4.0,16,1.0,"[1018.0, 17474.0]","[1.0, 1.0]","[1587041880.946, 1587041987.134]","[[1018.0, 17474.0, 1018.0, 17474.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15405,4233295.0,1.0,02,4.0,"[7921.0, 16075.0]","[1.0, 1.0]","[1610876377.188, 1610876574.117]","[[7921.0, 16075.0, 7921.0, 16075.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15406,4233368.0,12.0,50,4.0,"[7872.0, 4974.0, 18351.0]","[1.0, 1.0, 1.0]","[1607634763.89, 1607635039.838, 1607635204.352]","[[7872.0, 4974.0, 18351.0, 7872.0], [18351.0, 7872.0, 4974.0, 18351.0]]","[[1.0, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 1.0]]"
15407,4234017.0,4.0,15,1.0,"[22126.0, 27290.0]","[1.0, 1.0]","[1618688436.121, 1618689236.595]","[[22126.0, 27290.0, 22126.0, 27290.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15408,4234264.0,12.0,52,4.0,"[10166.0, 24971.0, 24029.0]","[1.0, 1.0, 1.0]","[1609017808.271, 1609017848.829, 1609020204.648]","[[10166.0, 24971.0, 24029.0, 10166.0], [24029.0, 10166.0, 24971.0, 24029.0]]","[[1.0, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 1.0]]"
15409,4234557.0,11.0,45,3.0,"[22747.0, 17255.0]","[1.0, 1.0]","[1604845862.919, 1604846697.752]","[[22747.0, 17255.0, 22747.0, 17255.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15410,4235368.0,8.0,35,2.0,"[13588.0, 14927.0, 2244.0]","[1.0, 1.0, 1.0]","[1598715000.382, 1598729726.288, 1598730044.866]","[[13588.0, 14927.0, 2244.0, 13588.0], [2244.0, 13588.0, 14927.0, 2244.0]]","[[1.0, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 1.0]]"
15411,4235832.0,1.0,02,4.0,"[15649.0, 6595.0]","[1.0, 1.0]","[1578394919.059, 1578394969.915]","[[15649.0, 6595.0, 15649.0, 6595.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15412,4236000.0,6.0,24,2.0,"[17055.0, 26482.0]","[1.0, 1.0]","[1591910221.177, 1591910476.489]","[[17055.0, 26482.0, 17055.0, 26482.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15413,4236022.0,3.0,09,1.0,"[21687.0, 13670.0]","[1.0, 1.0]","[1614620164.986, 1614620346.396]","[[21687.0, 13670.0, 21687.0, 13670.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15414,4236316.0,3.0,11,1.0,"[14306.0, 19094.0]","[1.0, 1.0]","[1615812199.042, 1615812259.394]","[[14306.0, 19094.0, 14306.0, 19094.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15415,4236874.0,5.0,21,1.0,"[17692.0, 3298.0]","[1.0, 1.0]","[1622276984.866, 1622277164.222]","[[17692.0, 3298.0, 17692.0, 3298.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15416,4238023.0,5.0,21,1.0,"[19093.0, 23252.0]","[1.0, 1.0]","[1622107956.812, 1622108023.21]","[[19093.0, 23252.0, 19093.0, 23252.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15417,4238070.0,1.0,02,4.0,"[19678.0, 24783.0]","[1.0, 1.0]","[1578832966.359, 1578833457.0]","[[19678.0, 24783.0, 19678.0, 24783.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15418,4238155.0,5.0,18,1.0,"[13215.0, 550.0]","[1.0, 1.0]","[1620482514.625, 1620483206.712]","[[13215.0, 550.0, 13215.0, 550.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15419,4238606.0,10.0,43,3.0,"[5295.0, 11037.0]","[1.0, 1.0]","[1603269588.798, 1603269993.651]","[[5295.0, 11037.0, 5295.0, 11037.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15420,4239503.0,12.0,49,4.0,"[6806.0, 26067.0]","[1.0, 1.0]","[1606940142.897, 1606940169.845]","[[6806.0, 26067.0, 6806.0, 26067.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15421,4239549.0,12.0,49,4.0,"[25451.0, 24625.0, 4437.0, 12978.0]","[1.0, 1.0, 1.0, 1.0]","[1606892104.657, 1606892162.279, 1606892217.976, 1606892230.111]","[[25451.0, 24625.0, 4437.0, 12978.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15422,4239794.0,8.0,35,2.0,"[27555.0, 560.0]","[1.0, 1.0]","[1598707404.291, 1598707479.573]","[[27555.0, 560.0, 27555.0, 560.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15423,4239988.0,8.0,34,2.0,"[112.0, 3922.0]","[1.0, 1.0]","[1598055528.489, 1598059140.593]","[[112.0, 3922.0, 112.0, 3922.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15424,4241129.0,4.0,15,1.0,"[17977.0, 18105.0]","[1.0, 1.0]","[1618343775.815, 1618344212.637]","[[17977.0, 18105.0, 17977.0, 18105.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15425,4241644.0,9.0,40,3.0,"[7353.0, 22370.0]","[1.0, 1.0]","[1601413447.536, 1601413842.448]","[[7353.0, 22370.0, 7353.0, 22370.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15426,4241648.0,12.0,49,4.0,"[27673.0, 27673.0]","[1.0, 1.0]","[1607292738.815, 1607292870.394]","[[27673.0, 27673.0, 27673.0, 27673.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15427,4242372.0,6.0,25,2.0,"[24257.0, 3985.0]","[1.0, 1.0]","[1592509812.08, 1592516369.796]","[[24257.0, 3985.0, 24257.0, 3985.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15428,4242780.0,5.0,19,1.0,"[21427.0, 18668.0, 18668.0, 10077.0]","[1.0, 1.0, 1.0, 1.0]","[1588756927.676, 1588778085.78, 1588789822.566, 1588798143.63]","[[21427.0, 18668.0, 18668.0, 10077.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15429,4243063.0,3.0,09,1.0,"[10149.0, 1064.0]","[1.0, 1.0]","[1614560410.738, 1614560597.541]","[[10149.0, 1064.0, 10149.0, 1064.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15430,4243389.0,11.0,48,3.0,"[14936.0, 13676.0]","[1.0, 1.0]","[1606627437.137, 1606627926.34]","[[14936.0, 13676.0, 14936.0, 13676.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15431,4243422.0,3.0,09,1.0,"[21000.0, 6383.0]","[1.0, 1.0]","[1614597678.529, 1614607513.823]","[[21000.0, 6383.0, 21000.0, 6383.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15432,4243506.0,12.0,50,4.0,"[26012.0, 2098.0]","[1.0, 1.0]","[1607550104.177, 1607550113.444]","[[26012.0, 2098.0, 26012.0, 2098.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15433,4243593.0,11.0,48,3.0,"[6341.0, 27446.0]","[1.0, 1.0]","[1606497476.064, 1606497766.2]","[[6341.0, 27446.0, 6341.0, 27446.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15434,4244180.0,9.0,36,3.0,"[24921.0, 6938.0, 2447.0]","[1.0, 1.0, 1.0]","[1598984837.229, 1598993674.609, 1598993933.145]","[[24921.0, 6938.0, 2447.0, 24921.0], [2447.0, 24921.0, 6938.0, 2447.0]]","[[1.0, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 1.0]]"
15435,4244575.0,5.0,21,1.0,"[23252.0, 2050.0]","[1.0, 1.0]","[1621845880.81, 1621846259.425]","[[23252.0, 2050.0, 23252.0, 2050.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15436,4244582.0,1.0,01,4.0,"[11130.0, 23446.0]","[1.0, 1.0]","[1610227444.917, 1610227708.112]","[[11130.0, 23446.0, 11130.0, 23446.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15437,4244628.0,1.0,01,4.0,"[18904.0, 12521.0]","[1.0, 1.0]","[1609762703.998, 1609763255.951]","[[18904.0, 12521.0, 18904.0, 12521.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15438,4244908.0,10.0,43,3.0,"[3310.0, 19885.0]","[1.0, 1.0]","[1603563927.513, 1603566341.401]","[[3310.0, 19885.0, 3310.0, 19885.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15439,4245257.0,5.0,19,1.0,"[2237.0, 11998.0]","[1.0, 1.0]","[1620655557.039, 1620655863.97]","[[2237.0, 11998.0, 2237.0, 11998.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15440,4245676.0,12.0,50,4.0,"[17239.0, 12151.0]","[1.0, 1.0]","[1607758573.995, 1607758610.932]","[[17239.0, 12151.0, 17239.0, 12151.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15441,4246169.0,9.0,38,3.0,"[18620.0, 2724.0]","[1.0, 1.0]","[1600240090.503, 1600240550.967]","[[18620.0, 2724.0, 18620.0, 2724.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15442,4246510.0,7.0,30,2.0,"[14375.0, 24557.0]","[1.0, 1.0]","[1595440534.953, 1595441030.188]","[[14375.0, 24557.0, 14375.0, 24557.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15443,4246657.0,1.0,02,4.0,"[3167.0, 6787.0]","[1.0, 1.0]","[1578850524.999, 1578850708.321]","[[3167.0, 6787.0, 3167.0, 6787.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15444,4246775.0,12.0,50,4.0,"[7785.0, 18677.0]","[1.0, 1.0]","[1607472222.652, 1607472399.647]","[[7785.0, 18677.0, 7785.0, 18677.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15445,4246793.0,5.0,20,1.0,"[5358.0, 9656.0]","[1.0, 1.0]","[1621565510.922, 1621566145.319]","[[5358.0, 9656.0, 5358.0, 9656.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15446,4246981.0,6.0,23,2.0,"[2511.0, 27368.0]","[1.0, 1.0]","[1591124667.796, 1591133640.844]","[[2511.0, 27368.0, 2511.0, 27368.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15447,4247633.0,11.0,48,3.0,"[21944.0, 24663.0]","[1.0, 1.0]","[1606680238.095, 1606680318.823]","[[21944.0, 24663.0, 21944.0, 24663.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15448,4247919.0,7.0,27,2.0,"[1199.0, 24363.0]","[1.0, 1.0]","[1593894665.53, 1593897223.085]","[[1199.0, 24363.0, 1199.0, 24363.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15449,4248304.0,4.0,15,1.0,"[9565.0, 13596.0]","[1.0, 1.0]","[1586372829.297, 1586372871.839]","[[9565.0, 13596.0, 9565.0, 13596.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15450,4248347.0,5.0,19,1.0,"[11828.0, 13905.0]","[1.0, 1.0]","[1588631807.752, 1588631899.925]","[[11828.0, 13905.0, 11828.0, 13905.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15451,4248511.0,10.0,44,3.0,"[12804.0, 25539.0, 22198.0, 17240.0]","[1.0, 1.0, 1.0, 1.0]","[1604170573.62, 1604176415.792, 1604176461.358, 1604176513.535]","[[12804.0, 25539.0, 22198.0, 17240.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15452,4249031.0,3.0,11,1.0,"[864.0, 7937.0]","[1.0, 1.0]","[1583835073.416, 1583835126.664]","[[864.0, 7937.0, 864.0, 7937.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15453,4249193.0,3.0,13,1.0,"[2847.0, 20340.0]","[1.0, 1.0]","[1617161610.819, 1617161712.531]","[[2847.0, 20340.0, 2847.0, 20340.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15454,4249607.0,10.0,43,3.0,"[16529.0, 19225.0, 11130.0]","[1.0, 1.0, 1.0]","[1603178282.136, 1603180178.279, 1603180249.886]","[[16529.0, 19225.0, 11130.0, 16529.0], [11130.0, 16529.0, 19225.0, 11130.0]]","[[1.0, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 1.0]]"
15455,4250162.0,5.0,22,1.0,"[16470.0, 13736.0, 3774.0]","[1.0, 1.0, 1.0]","[1590646922.517, 1590647250.676, 1590647701.976]","[[16470.0, 13736.0, 3774.0, 16470.0], [3774.0, 16470.0, 13736.0, 3774.0]]","[[1.0, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 1.0]]"
15456,4250198.0,8.0,31,2.0,"[4428.0, 1067.0]","[1.0, 1.0]","[1596369072.314, 1596369139.816]","[[4428.0, 1067.0, 4428.0, 1067.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15457,4250426.0,4.0,18,1.0,"[22607.0, 19564.0]","[1.0, 1.0]","[1588103026.322, 1588103264.293]","[[22607.0, 19564.0, 22607.0, 19564.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15458,4250642.0,5.0,20,1.0,"[14416.0, 21204.0]","[1.0, 1.0]","[1621522698.515, 1621522736.01]","[[14416.0, 21204.0, 14416.0, 21204.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15459,4250673.0,2.0,07,4.0,"[8204.0, 11831.0]","[1.0, 1.0]","[1581801309.958, 1581801430.384]","[[8204.0, 11831.0, 8204.0, 11831.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15460,4250702.0,2.0,06,4.0,"[10219.0, 10670.0]","[1.0, 1.0]","[1580913997.044, 1580914144.899]","[[10219.0, 10670.0, 10219.0, 10670.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15461,4250752.0,8.0,34,2.0,"[10010.0, 9562.0, 15541.0]","[1.0, 1.0, 1.0]","[1597927335.411, 1597927817.733, 1597928360.512]","[[10010.0, 9562.0, 15541.0, 10010.0], [15541.0, 10010.0, 9562.0, 15541.0]]","[[1.0, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 1.0]]"
15462,4251003.0,3.0,09,1.0,"[5358.0, 15168.0]","[1.0, 1.0]","[1614878543.642, 1614878879.1]","[[5358.0, 15168.0, 5358.0, 15168.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15463,4251184.0,5.0,20,1.0,"[24020.0, 12179.0]","[1.0, 1.0]","[1621419440.913, 1621419626.282]","[[24020.0, 12179.0, 24020.0, 12179.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15464,4251516.0,5.0,19,1.0,"[27075.0, 27075.0]","[1.0, 1.0]","[1621060352.265, 1621080794.685]","[[27075.0, 27075.0, 27075.0, 27075.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15465,4251824.0,5.0,21,1.0,"[15249.0, 8577.0]","[1.0, 1.0]","[1622117147.409, 1622118794.317]","[[15249.0, 8577.0, 15249.0, 8577.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15466,4252169.0,1.0,04,4.0,"[3476.0, 2517.0]","[1.0, 1.0]","[1579569945.379, 1579599162.261]","[[3476.0, 2517.0, 3476.0, 2517.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15467,4252192.0,5.0,19,1.0,"[4979.0, 21668.0]","[1.0, 1.0]","[1620802838.566, 1620803046.764]","[[4979.0, 21668.0, 4979.0, 21668.0]]","[[1.0, 1.0, 1.0, 1.0]]"
15468,4252388.0,8.0,33,2.0,"[28005.0, 11129.0]","[1.0, 1.0]","[1597125390.703, 1597125854.677]","[[28005.0, 11129.0, 28005.0, 11129.0]]","[[1.0, 1.0, 1.0, 1.0]]"
