,session_id,month,weekYear,season,item_id,duration,item_ids,durations
18025,4303086.0,5.0,19,1.0,"[2655.0, 897.0]","[1.0, 1.0]","[2655.0, 897.0, 2655.0, 897.0]","[1.0, 1.0, 1.0, 1.0]"
18026,4303382.0,11.0,48,3.0,"[22747.0, 23450.0]","[1.0, 1.0]","[22747.0, 23450.0, 22747.0, 23450.0]","[1.0, 1.0, 1.0, 1.0]"
18027,4304016.0,9.0,40,3.0,"[8157.0, 15738.0, 18497.0, 18497.0]","[1.0, 1.0, 1.0, 1.0]","[8157.0, 15738.0, 18497.0, 18497.0]","[1.0, 1.0, 1.0, 1.0]"
18028,4304843.0,11.0,49,3.0,"[7175.0, 26811.0]","[1.0, 1.0]","[7175.0, 26811.0, 7175.0, 26811.0]","[1.0, 1.0, 1.0, 1.0]"
18029,4304928.0,1.0,04,4.0,"[11527.0, 14617.0]","[1.0, 1.0]","[11527.0, 14617.0, 11527.0, 14617.0]","[1.0, 1.0, 1.0, 1.0]"
18030,4305128.0,11.0,48,3.0,"[6880.0, 15770.0, 23742.0]","[1.0, 1.0, 1.0]","[6880.0, 15770.0, 23742.0, 6880.0]","[1.0, 1.0, 1.0, 1.0]"
18031,4305128.0,11.0,48,3.0,"[6880.0, 15770.0, 23742.0]","[1.0, 1.0, 1.0]","[23742.0, 6880.0, 15770.0, 23742.0]","[1.0, 1.0, 1.0, 1.0]"
18032,4305217.0,4.0,15,1.0,"[27842.0, 7829.0]","[1.0, 1.0]","[27842.0, 7829.0, 27842.0, 7829.0]","[1.0, 1.0, 1.0, 1.0]"
18033,4305349.0,1.0,03,4.0,"[21712.0, 15309.0]","[1.0, 1.0]","[21712.0, 15309.0, 21712.0, 15309.0]","[1.0, 1.0, 1.0, 1.0]"
18034,4305539.0,9.0,39,3.0,"[20611.0, 20688.0]","[1.0, 1.0]","[20611.0, 20688.0, 20611.0, 20688.0]","[1.0, 1.0, 1.0, 1.0]"
18035,4305645.0,1.0,05,4.0,"[9857.0, 13556.0]","[1.0, 1.0]","[9857.0, 13556.0, 9857.0, 13556.0]","[1.0, 1.0, 1.0, 1.0]"
18036,4306051.0,6.0,23,2.0,"[18701.0, 24967.0]","[1.0, 1.0]","[18701.0, 24967.0, 18701.0, 24967.0]","[1.0, 1.0, 1.0, 1.0]"
18037,4306144.0,5.0,17,1.0,"[15842.0, 18103.0]","[1.0, 1.0]","[15842.0, 18103.0, 15842.0, 18103.0]","[1.0, 1.0, 1.0, 1.0]"
18038,4306410.0,5.0,19,1.0,"[974.0, 17740.0]","[1.0, 1.0]","[974.0, 17740.0, 974.0, 17740.0]","[1.0, 1.0, 1.0, 1.0]"
18039,4306922.0,6.0,24,2.0,"[6418.0, 23799.0]","[1.0, 1.0]","[6418.0, 23799.0, 6418.0, 23799.0]","[1.0, 1.0, 1.0, 1.0]"
18040,4306988.0,7.0,29,2.0,"[4125.0, 4125.0]","[1.0, 1.0]","[4125.0, 4125.0, 4125.0, 4125.0]","[1.0, 1.0, 1.0, 1.0]"
18041,4307211.0,4.0,15,1.0,"[4808.0, 15633.0]","[1.0, 1.0]","[4808.0, 15633.0, 4808.0, 15633.0]","[1.0, 1.0, 1.0, 1.0]"
18042,4307693.0,6.0,27,2.0,"[27654.0, 4974.0, 24604.0]","[1.0, 1.0, 1.0]","[27654.0, 4974.0, 24604.0, 27654.0]","[1.0, 1.0, 1.0, 1.0]"
18043,4307693.0,6.0,27,2.0,"[27654.0, 4974.0, 24604.0]","[1.0, 1.0, 1.0]","[24604.0, 27654.0, 4974.0, 24604.0]","[1.0, 1.0, 1.0, 1.0]"
18044,4308001.0,2.0,07,4.0,"[7308.0, 24524.0]","[1.0, 1.0]","[7308.0, 24524.0, 7308.0, 24524.0]","[1.0, 1.0, 1.0, 1.0]"
18045,4308032.0,4.0,16,1.0,"[24921.0, 9238.0]","[1.0, 1.0]","[24921.0, 9238.0, 24921.0, 9238.0]","[1.0, 1.0, 1.0, 1.0]"
18046,4308049.0,6.0,26,2.0,"[293.0, 7359.0]","[1.0, 1.0]","[293.0, 7359.0, 293.0, 7359.0]","[1.0, 1.0, 1.0, 1.0]"
18047,4308124.0,5.0,17,1.0,"[22755.0, 447.0, 11869.0, 10919.0]","[1.0, 1.0, 1.0, 1.0]","[22755.0, 447.0, 11869.0, 10919.0]","[1.0, 1.0, 1.0, 1.0]"
18048,4308680.0,11.0,45,3.0,"[20353.0, 7412.0]","[1.0, 1.0]","[20353.0, 7412.0, 20353.0, 7412.0]","[1.0, 1.0, 1.0, 1.0]"
18049,4308779.0,8.0,34,2.0,"[1797.0, 27558.0]","[1.0, 1.0]","[1797.0, 27558.0, 1797.0, 27558.0]","[1.0, 1.0, 1.0, 1.0]"
18050,4309046.0,1.0,01,4.0,"[17381.0, 11562.0]","[1.0, 1.0]","[17381.0, 11562.0, 17381.0, 11562.0]","[1.0, 1.0, 1.0, 1.0]"
18051,4309565.0,11.0,48,3.0,"[1463.0, 10945.0]","[1.0, 1.0]","[1463.0, 10945.0, 1463.0, 10945.0]","[1.0, 1.0, 1.0, 1.0]"
18052,4310537.0,2.0,07,4.0,"[5300.0, 22196.0]","[1.0, 1.0]","[5300.0, 22196.0, 5300.0, 22196.0]","[1.0, 1.0, 1.0, 1.0]"
18053,4310740.0,4.0,13,1.0,"[26853.0, 14396.0]","[1.0, 1.0]","[26853.0, 14396.0, 26853.0, 14396.0]","[1.0, 1.0, 1.0, 1.0]"
18054,4311320.0,1.0,02,4.0,"[5571.0, 18313.0]","[1.0, 1.0]","[5571.0, 18313.0, 5571.0, 18313.0]","[1.0, 1.0, 1.0, 1.0]"
18055,4311394.0,12.0,52,4.0,"[4568.0, 9847.0]","[1.0, 1.0]","[4568.0, 9847.0, 4568.0, 9847.0]","[1.0, 1.0, 1.0, 1.0]"
18056,4311573.0,8.0,34,2.0,"[2845.0, 21982.0]","[1.0, 1.0]","[2845.0, 21982.0, 2845.0, 21982.0]","[1.0, 1.0, 1.0, 1.0]"
18057,4311803.0,4.0,16,1.0,"[16873.0, 12031.0, 17662.0, 13620.0, 17691.0, 3100.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[16873.0, 12031.0, 17662.0, 13620.0]","[1.0, 1.0, 1.0, 1.0]"
18058,4311803.0,4.0,16,1.0,"[16873.0, 12031.0, 17662.0, 13620.0, 17691.0, 3100.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[17662.0, 13620.0, 17691.0, 3100.0]","[1.0, 1.0, 1.0, 1.0]"
18059,4312171.0,5.0,19,1.0,"[6942.0, 4793.0]","[1.0, 1.0]","[6942.0, 4793.0, 6942.0, 4793.0]","[1.0, 1.0, 1.0, 1.0]"
18060,4312286.0,11.0,48,3.0,"[23267.0, 5654.0]","[1.0, 1.0]","[23267.0, 5654.0, 23267.0, 5654.0]","[1.0, 1.0, 1.0, 1.0]"
18061,4312917.0,10.0,41,3.0,"[20505.0, 27497.0, 7481.0, 12288.0]","[1.0, 1.0, 1.0, 1.0]","[20505.0, 27497.0, 7481.0, 12288.0]","[1.0, 1.0, 1.0, 1.0]"
18062,4312922.0,5.0,22,1.0,"[20797.0, 7144.0]","[1.0, 1.0]","[20797.0, 7144.0, 20797.0, 7144.0]","[1.0, 1.0, 1.0, 1.0]"
18063,4313159.0,12.0,53,4.0,"[10194.0, 17475.0]","[1.0, 1.0]","[10194.0, 17475.0, 10194.0, 17475.0]","[1.0, 1.0, 1.0, 1.0]"
18064,4313826.0,4.0,17,1.0,"[7548.0, 7548.0]","[1.0, 1.0]","[7548.0, 7548.0, 7548.0, 7548.0]","[1.0, 1.0, 1.0, 1.0]"
18065,4313835.0,3.0,11,1.0,"[5920.0, 6602.0]","[1.0, 1.0]","[5920.0, 6602.0, 5920.0, 6602.0]","[1.0, 1.0, 1.0, 1.0]"
18066,4314155.0,10.0,41,3.0,"[19898.0, 3780.0]","[1.0, 1.0]","[19898.0, 3780.0, 19898.0, 3780.0]","[1.0, 1.0, 1.0, 1.0]"
18067,4314418.0,6.0,27,2.0,"[3741.0, 16609.0]","[1.0, 1.0]","[3741.0, 16609.0, 3741.0, 16609.0]","[1.0, 1.0, 1.0, 1.0]"
18068,4314769.0,11.0,48,3.0,"[25946.0, 12965.0]","[1.0, 1.0]","[25946.0, 12965.0, 25946.0, 12965.0]","[1.0, 1.0, 1.0, 1.0]"
18069,4315141.0,12.0,51,4.0,"[10723.0, 7163.0]","[1.0, 1.0]","[10723.0, 7163.0, 10723.0, 7163.0]","[1.0, 1.0, 1.0, 1.0]"
18070,4315326.0,7.0,27,2.0,"[25091.0, 7036.0]","[1.0, 1.0]","[25091.0, 7036.0, 25091.0, 7036.0]","[1.0, 1.0, 1.0, 1.0]"
18071,4315662.0,4.0,17,1.0,"[6736.0, 25320.0]","[1.0, 1.0]","[6736.0, 25320.0, 6736.0, 25320.0]","[1.0, 1.0, 1.0, 1.0]"
18072,4315773.0,5.0,19,1.0,"[25702.0, 9038.0]","[1.0, 1.0]","[25702.0, 9038.0, 25702.0, 9038.0]","[1.0, 1.0, 1.0, 1.0]"
18073,4316048.0,7.0,31,2.0,"[3851.0, 10100.0]","[1.0, 1.0]","[3851.0, 10100.0, 3851.0, 10100.0]","[1.0, 1.0, 1.0, 1.0]"
18074,4316257.0,12.0,50,4.0,"[6384.0, 11740.0]","[1.0, 1.0]","[6384.0, 11740.0, 6384.0, 11740.0]","[1.0, 1.0, 1.0, 1.0]"
18075,4316672.0,5.0,20,1.0,"[107.0, 15249.0]","[1.0, 1.0]","[107.0, 15249.0, 107.0, 15249.0]","[1.0, 1.0, 1.0, 1.0]"
18076,4317746.0,1.0,53,4.0,"[17715.0, 23072.0]","[1.0, 1.0]","[17715.0, 23072.0, 17715.0, 23072.0]","[1.0, 1.0, 1.0, 1.0]"
18077,4318229.0,9.0,38,3.0,"[4935.0, 17263.0]","[1.0, 1.0]","[4935.0, 17263.0, 4935.0, 17263.0]","[1.0, 1.0, 1.0, 1.0]"
18078,4318517.0,3.0,11,1.0,"[14045.0, 18880.0]","[1.0, 1.0]","[14045.0, 18880.0, 14045.0, 18880.0]","[1.0, 1.0, 1.0, 1.0]"
18079,4319566.0,12.0,49,4.0,"[6686.0, 26909.0]","[1.0, 1.0]","[6686.0, 26909.0, 6686.0, 26909.0]","[1.0, 1.0, 1.0, 1.0]"
18080,4319659.0,4.0,17,1.0,"[23269.0, 9914.0, 13252.0]","[1.0, 1.0, 1.0]","[23269.0, 9914.0, 13252.0, 23269.0]","[1.0, 1.0, 1.0, 1.0]"
18081,4319659.0,4.0,17,1.0,"[23269.0, 9914.0, 13252.0]","[1.0, 1.0, 1.0]","[13252.0, 23269.0, 9914.0, 13252.0]","[1.0, 1.0, 1.0, 1.0]"
18082,4320578.0,10.0,44,3.0,"[13136.0, 15275.0]","[1.0, 1.0]","[13136.0, 15275.0, 13136.0, 15275.0]","[1.0, 1.0, 1.0, 1.0]"
18083,4320718.0,5.0,18,1.0,"[11024.0, 4875.0]","[1.0, 1.0]","[11024.0, 4875.0, 11024.0, 4875.0]","[1.0, 1.0, 1.0, 1.0]"
18084,4320799.0,5.0,17,1.0,"[25885.0, 2705.0]","[1.0, 1.0]","[25885.0, 2705.0, 25885.0, 2705.0]","[1.0, 1.0, 1.0, 1.0]"
18085,4321349.0,12.0,51,4.0,"[11650.0, 23581.0]","[1.0, 1.0]","[11650.0, 23581.0, 11650.0, 23581.0]","[1.0, 1.0, 1.0, 1.0]"
18086,4321953.0,5.0,19,1.0,"[10745.0, 27643.0]","[1.0, 1.0]","[10745.0, 27643.0, 10745.0, 27643.0]","[1.0, 1.0, 1.0, 1.0]"
18087,4321984.0,1.0,03,4.0,"[23733.0, 23140.0, 15447.0]","[1.0, 1.0, 1.0]","[23733.0, 23140.0, 15447.0, 23733.0]","[1.0, 1.0, 1.0, 1.0]"
18088,4321984.0,1.0,03,4.0,"[23733.0, 23140.0, 15447.0]","[1.0, 1.0, 1.0]","[15447.0, 23733.0, 23140.0, 15447.0]","[1.0, 1.0, 1.0, 1.0]"
18089,4322105.0,5.0,22,1.0,"[549.0, 14772.0]","[1.0, 1.0]","[549.0, 14772.0, 549.0, 14772.0]","[1.0, 1.0, 1.0, 1.0]"
18090,4322119.0,6.0,25,2.0,"[11067.0, 3563.0]","[1.0, 1.0]","[11067.0, 3563.0, 11067.0, 3563.0]","[1.0, 1.0, 1.0, 1.0]"
18091,4322252.0,10.0,44,3.0,"[12846.0, 10516.0]","[1.0, 1.0]","[12846.0, 10516.0, 12846.0, 10516.0]","[1.0, 1.0, 1.0, 1.0]"
18092,4323052.0,4.0,14,1.0,"[27181.0, 15829.0, 5481.0, 28014.0]","[1.0, 1.0, 1.0, 1.0]","[27181.0, 15829.0, 5481.0, 28014.0]","[1.0, 1.0, 1.0, 1.0]"
18093,4323140.0,9.0,39,3.0,"[25798.0, 20190.0]","[1.0, 1.0]","[25798.0, 20190.0, 25798.0, 20190.0]","[1.0, 1.0, 1.0, 1.0]"
18094,4323436.0,6.0,24,2.0,"[10434.0, 10434.0, 24967.0, 15490.0]","[1.0, 1.0, 1.0, 1.0]","[10434.0, 10434.0, 24967.0, 15490.0]","[1.0, 1.0, 1.0, 1.0]"
18095,4323910.0,9.0,40,3.0,"[9562.0, 18008.0]","[1.0, 1.0]","[9562.0, 18008.0, 9562.0, 18008.0]","[1.0, 1.0, 1.0, 1.0]"
18096,4324031.0,4.0,14,1.0,"[18998.0, 26414.0]","[1.0, 1.0]","[18998.0, 26414.0, 18998.0, 26414.0]","[1.0, 1.0, 1.0, 1.0]"
18097,4324298.0,5.0,21,1.0,"[7673.0, 22567.0]","[1.0, 1.0]","[7673.0, 22567.0, 7673.0, 22567.0]","[1.0, 1.0, 1.0, 1.0]"
18098,4324507.0,5.0,20,1.0,"[7400.0, 16728.0, 23071.0]","[1.0, 1.0, 1.0]","[7400.0, 16728.0, 23071.0, 7400.0]","[1.0, 1.0, 1.0, 1.0]"
18099,4324507.0,5.0,20,1.0,"[7400.0, 16728.0, 23071.0]","[1.0, 1.0, 1.0]","[23071.0, 7400.0, 16728.0, 23071.0]","[1.0, 1.0, 1.0, 1.0]"
18100,4324818.0,6.0,23,2.0,"[14375.0, 3382.0]","[1.0, 1.0]","[14375.0, 3382.0, 14375.0, 3382.0]","[1.0, 1.0, 1.0, 1.0]"
18101,4325145.0,11.0,48,3.0,"[1758.0, 27851.0]","[1.0, 1.0]","[1758.0, 27851.0, 1758.0, 27851.0]","[1.0, 1.0, 1.0, 1.0]"
18102,4325342.0,11.0,48,3.0,"[24859.0, 23036.0]","[1.0, 1.0]","[24859.0, 23036.0, 24859.0, 23036.0]","[1.0, 1.0, 1.0, 1.0]"
18103,4325853.0,12.0,49,4.0,"[1474.0, 3129.0]","[1.0, 1.0]","[1474.0, 3129.0, 1474.0, 3129.0]","[1.0, 1.0, 1.0, 1.0]"
18104,4326363.0,11.0,48,3.0,"[2447.0, 2447.0]","[1.0, 1.0]","[2447.0, 2447.0, 2447.0, 2447.0]","[1.0, 1.0, 1.0, 1.0]"
18105,4326402.0,5.0,21,1.0,"[1543.0, 20323.0]","[1.0, 1.0]","[1543.0, 20323.0, 1543.0, 20323.0]","[1.0, 1.0, 1.0, 1.0]"
18106,4326503.0,8.0,34,2.0,"[511.0, 1278.0]","[1.0, 1.0]","[511.0, 1278.0, 511.0, 1278.0]","[1.0, 1.0, 1.0, 1.0]"
18107,4327020.0,6.0,26,2.0,"[10772.0, 27353.0]","[1.0, 1.0]","[10772.0, 27353.0, 10772.0, 27353.0]","[1.0, 1.0, 1.0, 1.0]"
18108,4327860.0,11.0,48,3.0,"[19776.0, 17402.0, 15245.0]","[1.0, 1.0, 1.0]","[19776.0, 17402.0, 15245.0, 19776.0]","[1.0, 1.0, 1.0, 1.0]"
18109,4327860.0,11.0,48,3.0,"[19776.0, 17402.0, 15245.0]","[1.0, 1.0, 1.0]","[15245.0, 19776.0, 17402.0, 15245.0]","[1.0, 1.0, 1.0, 1.0]"
18110,4327919.0,11.0,48,3.0,"[18359.0, 19339.0]","[1.0, 1.0]","[18359.0, 19339.0, 18359.0, 19339.0]","[1.0, 1.0, 1.0, 1.0]"
18111,4328007.0,4.0,14,1.0,"[24550.0, 16738.0]","[1.0, 1.0]","[24550.0, 16738.0, 24550.0, 16738.0]","[1.0, 1.0, 1.0, 1.0]"
18112,4328567.0,5.0,21,1.0,"[14688.0, 10498.0]","[1.0, 1.0]","[14688.0, 10498.0, 14688.0, 10498.0]","[1.0, 1.0, 1.0, 1.0]"
18113,4328760.0,12.0,53,4.0,"[10698.0, 3413.0]","[1.0, 1.0]","[10698.0, 3413.0, 10698.0, 3413.0]","[1.0, 1.0, 1.0, 1.0]"
18114,4328779.0,4.0,15,1.0,"[3316.0, 20497.0]","[1.0, 1.0]","[3316.0, 20497.0, 3316.0, 20497.0]","[1.0, 1.0, 1.0, 1.0]"
18115,4329006.0,11.0,47,3.0,"[12965.0, 21029.0]","[1.0, 1.0]","[12965.0, 21029.0, 12965.0, 21029.0]","[1.0, 1.0, 1.0, 1.0]"
18116,4329347.0,6.0,26,2.0,"[7325.0, 24051.0]","[1.0, 1.0]","[7325.0, 24051.0, 7325.0, 24051.0]","[1.0, 1.0, 1.0, 1.0]"
18117,4329446.0,9.0,36,3.0,"[27856.0, 3133.0]","[1.0, 1.0]","[27856.0, 3133.0, 27856.0, 3133.0]","[1.0, 1.0, 1.0, 1.0]"
18118,4329573.0,4.0,16,1.0,"[17662.0, 16232.0]","[1.0, 1.0]","[17662.0, 16232.0, 17662.0, 16232.0]","[1.0, 1.0, 1.0, 1.0]"
18119,4329738.0,5.0,19,1.0,"[27430.0, 23084.0]","[1.0, 1.0]","[27430.0, 23084.0, 27430.0, 23084.0]","[1.0, 1.0, 1.0, 1.0]"
18120,4330131.0,11.0,46,3.0,"[11757.0, 9664.0]","[1.0, 1.0]","[11757.0, 9664.0, 11757.0, 9664.0]","[1.0, 1.0, 1.0, 1.0]"
18121,4330654.0,8.0,35,2.0,"[24368.0, 1259.0]","[1.0, 1.0]","[24368.0, 1259.0, 24368.0, 1259.0]","[1.0, 1.0, 1.0, 1.0]"
18122,4331865.0,11.0,49,3.0,"[12342.0, 7464.0, 11409.0, 4303.0]","[1.0, 1.0, 1.0, 1.0]","[12342.0, 7464.0, 11409.0, 4303.0]","[1.0, 1.0, 1.0, 1.0]"
18123,4331872.0,4.0,15,1.0,"[21682.0, 5600.0]","[1.0, 1.0]","[21682.0, 5600.0, 21682.0, 5600.0]","[1.0, 1.0, 1.0, 1.0]"
18124,4332024.0,11.0,48,3.0,"[19909.0, 8619.0]","[1.0, 1.0]","[19909.0, 8619.0, 19909.0, 8619.0]","[1.0, 1.0, 1.0, 1.0]"
18125,4332206.0,3.0,09,1.0,"[1963.0, 21495.0, 23414.0]","[1.0, 1.0, 1.0]","[1963.0, 21495.0, 23414.0, 1963.0]","[1.0, 1.0, 1.0, 1.0]"
18126,4332206.0,3.0,09,1.0,"[1963.0, 21495.0, 23414.0]","[1.0, 1.0, 1.0]","[23414.0, 1963.0, 21495.0, 23414.0]","[1.0, 1.0, 1.0, 1.0]"
18127,4332217.0,2.0,06,4.0,"[8865.0, 22628.0]","[1.0, 1.0]","[8865.0, 22628.0, 8865.0, 22628.0]","[1.0, 1.0, 1.0, 1.0]"
18128,4332295.0,7.0,28,2.0,"[17842.0, 18779.0]","[1.0, 1.0]","[17842.0, 18779.0, 17842.0, 18779.0]","[1.0, 1.0, 1.0, 1.0]"
18129,4332311.0,1.0,02,4.0,"[7792.0, 4428.0]","[1.0, 1.0]","[7792.0, 4428.0, 7792.0, 4428.0]","[1.0, 1.0, 1.0, 1.0]"
18130,4332312.0,5.0,20,1.0,"[9012.0, 8180.0]","[1.0, 1.0]","[9012.0, 8180.0, 9012.0, 8180.0]","[1.0, 1.0, 1.0, 1.0]"
18131,4332376.0,12.0,53,4.0,"[12624.0, 24482.0]","[1.0, 1.0]","[12624.0, 24482.0, 12624.0, 24482.0]","[1.0, 1.0, 1.0, 1.0]"
18132,4332873.0,10.0,44,3.0,"[15267.0, 24918.0]","[1.0, 1.0]","[15267.0, 24918.0, 15267.0, 24918.0]","[1.0, 1.0, 1.0, 1.0]"
18133,4333120.0,11.0,48,3.0,"[26510.0, 685.0]","[1.0, 1.0]","[26510.0, 685.0, 26510.0, 685.0]","[1.0, 1.0, 1.0, 1.0]"
18134,4333374.0,10.0,43,3.0,"[17395.0, 8571.0]","[1.0, 1.0]","[17395.0, 8571.0, 17395.0, 8571.0]","[1.0, 1.0, 1.0, 1.0]"
18135,4333433.0,10.0,41,3.0,"[5515.0, 14376.0, 21244.0, 8372.0, 23581.0, 9511.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[5515.0, 14376.0, 21244.0, 8372.0]","[1.0, 1.0, 1.0, 1.0]"
18136,4333433.0,10.0,41,3.0,"[5515.0, 14376.0, 21244.0, 8372.0, 23581.0, 9511.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[21244.0, 8372.0, 23581.0, 9511.0]","[1.0, 1.0, 1.0, 1.0]"
18137,4333713.0,12.0,49,4.0,"[17519.0, 18489.0]","[1.0, 1.0]","[17519.0, 18489.0, 17519.0, 18489.0]","[1.0, 1.0, 1.0, 1.0]"
18138,4334093.0,3.0,12,1.0,"[26402.0, 20260.0]","[1.0, 1.0]","[26402.0, 20260.0, 26402.0, 20260.0]","[1.0, 1.0, 1.0, 1.0]"
18139,4334202.0,4.0,16,1.0,"[11446.0, 21668.0]","[1.0, 1.0]","[11446.0, 21668.0, 11446.0, 21668.0]","[1.0, 1.0, 1.0, 1.0]"
18140,4334903.0,10.0,41,3.0,"[19944.0, 919.0]","[1.0, 1.0]","[19944.0, 919.0, 19944.0, 919.0]","[1.0, 1.0, 1.0, 1.0]"
18141,4334955.0,5.0,20,1.0,"[26597.0, 1750.0]","[1.0, 1.0]","[26597.0, 1750.0, 26597.0, 1750.0]","[1.0, 1.0, 1.0, 1.0]"
18142,4334997.0,2.0,05,4.0,"[18794.0, 12090.0]","[1.0, 1.0]","[18794.0, 12090.0, 18794.0, 12090.0]","[1.0, 1.0, 1.0, 1.0]"
18143,4335356.0,6.0,23,2.0,"[9078.0, 8098.0]","[1.0, 1.0]","[9078.0, 8098.0, 9078.0, 8098.0]","[1.0, 1.0, 1.0, 1.0]"
18144,4335418.0,2.0,09,4.0,"[27351.0, 9110.0]","[1.0, 1.0]","[27351.0, 9110.0, 27351.0, 9110.0]","[1.0, 1.0, 1.0, 1.0]"
18145,4335541.0,5.0,21,1.0,"[4130.0, 4130.0]","[1.0, 1.0]","[4130.0, 4130.0, 4130.0, 4130.0]","[1.0, 1.0, 1.0, 1.0]"
18146,4335601.0,4.0,15,1.0,"[10149.0, 11070.0]","[1.0, 1.0]","[10149.0, 11070.0, 10149.0, 11070.0]","[1.0, 1.0, 1.0, 1.0]"
18147,4335644.0,6.0,24,2.0,"[11899.0, 4275.0, 1504.0, 16989.0]","[1.0, 1.0, 1.0, 1.0]","[11899.0, 4275.0, 1504.0, 16989.0]","[1.0, 1.0, 1.0, 1.0]"
18148,4335666.0,12.0,50,4.0,"[5704.0, 28091.0]","[1.0, 1.0]","[5704.0, 28091.0, 5704.0, 28091.0]","[1.0, 1.0, 1.0, 1.0]"
18149,4335682.0,4.0,14,1.0,"[3859.0, 8060.0]","[1.0, 1.0]","[3859.0, 8060.0, 3859.0, 8060.0]","[1.0, 1.0, 1.0, 1.0]"
18150,4336419.0,9.0,39,3.0,"[25675.0, 4844.0]","[1.0, 1.0]","[25675.0, 4844.0, 25675.0, 4844.0]","[1.0, 1.0, 1.0, 1.0]"
18151,4336915.0,12.0,49,4.0,"[17590.0, 15236.0]","[1.0, 1.0]","[17590.0, 15236.0, 17590.0, 15236.0]","[1.0, 1.0, 1.0, 1.0]"
18152,4337108.0,10.0,40,3.0,"[22485.0, 19087.0]","[1.0, 1.0]","[22485.0, 19087.0, 22485.0, 19087.0]","[1.0, 1.0, 1.0, 1.0]"
18153,4337148.0,5.0,20,1.0,"[14649.0, 14184.0, 18966.0]","[1.0, 1.0, 1.0]","[14649.0, 14184.0, 18966.0, 14649.0]","[1.0, 1.0, 1.0, 1.0]"
18154,4337148.0,5.0,20,1.0,"[14649.0, 14184.0, 18966.0]","[1.0, 1.0, 1.0]","[18966.0, 14649.0, 14184.0, 18966.0]","[1.0, 1.0, 1.0, 1.0]"
18155,4337164.0,7.0,29,2.0,"[12459.0, 26303.0, 10935.0]","[1.0, 1.0, 1.0]","[12459.0, 26303.0, 10935.0, 12459.0]","[1.0, 1.0, 1.0, 1.0]"
18156,4337164.0,7.0,29,2.0,"[12459.0, 26303.0, 10935.0]","[1.0, 1.0, 1.0]","[10935.0, 12459.0, 26303.0, 10935.0]","[1.0, 1.0, 1.0, 1.0]"
18157,4337207.0,4.0,17,1.0,"[14472.0, 5965.0]","[1.0, 1.0]","[14472.0, 5965.0, 14472.0, 5965.0]","[1.0, 1.0, 1.0, 1.0]"
18158,4337249.0,5.0,20,1.0,"[4037.0, 9664.0]","[1.0, 1.0]","[4037.0, 9664.0, 4037.0, 9664.0]","[1.0, 1.0, 1.0, 1.0]"
18159,4337285.0,4.0,14,1.0,"[24736.0, 7525.0, 18801.0]","[1.0, 1.0, 1.0]","[24736.0, 7525.0, 18801.0, 24736.0]","[1.0, 1.0, 1.0, 1.0]"
18160,4337285.0,4.0,14,1.0,"[24736.0, 7525.0, 18801.0]","[1.0, 1.0, 1.0]","[18801.0, 24736.0, 7525.0, 18801.0]","[1.0, 1.0, 1.0, 1.0]"
18161,4337393.0,5.0,19,1.0,"[26853.0, 27986.0]","[1.0, 1.0]","[26853.0, 27986.0, 26853.0, 27986.0]","[1.0, 1.0, 1.0, 1.0]"
18162,4337487.0,2.0,08,4.0,"[1593.0, 17174.0, 11921.0]","[1.0, 1.0, 1.0]","[1593.0, 17174.0, 11921.0, 1593.0]","[1.0, 1.0, 1.0, 1.0]"
18163,4337487.0,2.0,08,4.0,"[1593.0, 17174.0, 11921.0]","[1.0, 1.0, 1.0]","[11921.0, 1593.0, 17174.0, 11921.0]","[1.0, 1.0, 1.0, 1.0]"
18164,4337571.0,4.0,17,1.0,"[6874.0, 2342.0]","[1.0, 1.0]","[6874.0, 2342.0, 6874.0, 2342.0]","[1.0, 1.0, 1.0, 1.0]"
18165,4338014.0,6.0,25,2.0,"[11024.0, 4268.0]","[1.0, 1.0]","[11024.0, 4268.0, 11024.0, 4268.0]","[1.0, 1.0, 1.0, 1.0]"
18166,4338857.0,6.0,26,2.0,"[8789.0, 17495.0]","[1.0, 1.0]","[8789.0, 17495.0, 8789.0, 17495.0]","[1.0, 1.0, 1.0, 1.0]"
18167,4338912.0,3.0,11,1.0,"[16671.0, 1206.0, 16839.0, 5542.0]","[1.0, 1.0, 1.0, 1.0]","[16671.0, 1206.0, 16839.0, 5542.0]","[1.0, 1.0, 1.0, 1.0]"
18168,4339377.0,4.0,14,1.0,"[17258.0, 19413.0]","[1.0, 1.0]","[17258.0, 19413.0, 17258.0, 19413.0]","[1.0, 1.0, 1.0, 1.0]"
18169,4339716.0,4.0,17,1.0,"[18671.0, 18007.0, 25213.0]","[1.0, 1.0, 1.0]","[18671.0, 18007.0, 25213.0, 18671.0]","[1.0, 1.0, 1.0, 1.0]"
18170,4339716.0,4.0,17,1.0,"[18671.0, 18007.0, 25213.0]","[1.0, 1.0, 1.0]","[25213.0, 18671.0, 18007.0, 25213.0]","[1.0, 1.0, 1.0, 1.0]"
18171,4339778.0,11.0,47,3.0,"[27292.0, 21215.0]","[1.0, 1.0]","[27292.0, 21215.0, 27292.0, 21215.0]","[1.0, 1.0, 1.0, 1.0]"
